Salesperson,ProductClass,Year,Month,Invoice,QtyInvoiced,NetSalesValue,TargetSales,CustomerClass
SM-JW,FG,2023,6,10006705,24.0,1560.0,375000.0,CTRD-SD
SM-JW,FG,2023,6,10006705,2.0,84.26,375000.0,CTRD-SD
SM-JW,FG,2023,6,10006705,12.0,390.0,375000.0,CTRD-SD
SM-JW,FG,2023,6,10006705,1.0,51.1,375000.0,CTRD-SD
SM-JW,FG,2023,6,10006705,12.0,390.0,375000.0,CTRD-SD
SM-JW,FG,2023,6,10006705,1.0,42.45,375000.0,CTRD-SD
SM-KY,TEA,2023,6,10006706,3.0,171.0,6565.0,CTRD-HRC
SM-KY,TEA,2023,6,10006706,6.0,1074.0,6565.0,CTRD-HRC
SM-JW,FG,2023,6,10006707,50.0,1625.0,375000.0,CTRD-SD
SM-JW,FG,2023,6,10006707,4.0,170.73,375000.0,CTRD-SD
SHOPEE-DVG,DVG,2023,6,10006708,1.0,55.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,6,10006708,1.0,55.0,17933.31636,CTRD-ECOM
ECOM-DEGAYO,FG,2023,6,10006709,5.0,247.5,139750.0,CTRD-ECOM
SM-JL,CM,2023,6,10006710,1.0,339.15,30801.66667,CTRD-SD
SM-JL,ACC,2023,6,10006710,3.0,224.4,334839.4709,CTRD-SD
SM-JW,ACC,2023,6,10006711,1.0,540.6,387911.0545,CTRD-KA
SM-JW,ACC,2023,6,10006711,4.0,402.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006711,1.0,25.0,387911.0545,CTRD-KA
SM-KH,DVG,2023,6,10006712,1.0,58.0,61681.82273,CTRD-HRC
SM-KH,DVG,2023,6,10006712,1.0,66.0,61681.82273,CTRD-HRC
SM-JW,SP,2023,6,10006713,1.0,96.0,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006713,1.0,25.0,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006713,1.0,25.0,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006714,50.0,1649.87,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006714,20.0,667.76,387911.0545,CTRD-KA
SM-JW,ACC,2023,6,10006714,15.0,126.0,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006715,228.0,5472.0,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006715,144.0,3369.6,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006715,72.0,1684.8,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006715,36.0,842.4,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006715,24.0,561.6,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006715,24.0,924.0,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006715,120.0,5100.0,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006715,12.0,280.8,387911.0545,CTRD-KA
SM-KH,DVG,2023,6,10006716,1.0,40.5,61681.82273,CTRD-HRC
SM-KH,DVG,2023,6,10006716,1.0,46.0,61681.82273,CTRD-HRC
SM-KH,DVG,2023,6,10006716,1.0,70.0,61681.82273,CTRD-HRC
SM-KH,DVG,2023,6,10006716,1.0,52.0,61681.82273,CTRD-HRC
SM-JL,FG,2023,6,10006717,12.0,900.0,151250.0,CTRD-HRC
SM-JL,DVG,2023,6,10006719,12.0,364.56,334839.4709,CTRD-SD
SM-JL,DVG,2023,6,10006719,12.0,364.56,334839.4709,CTRD-SD
SM-JL,DVG,2023,6,10006719,12.0,364.56,334839.4709,CTRD-SD
SM-JL,DVG,2023,6,10006719,12.0,364.56,334839.4709,CTRD-SD
SM-JL,DVG,2023,6,10006719,1.0,30.38,334839.4709,CTRD-SD
SM-JL,DVG,2023,6,10006719,12.0,364.56,334839.4709,CTRD-SD
SM-JL,DVG,2023,6,10006719,6.0,244.8,334839.4709,CTRD-SD
SM-JL,DVG,2023,6,10006719,4.0,150.0,334839.4709,CTRD-SD
SM-JL,DVG,2023,6,10006719,6.0,261.0,334839.4709,CTRD-SD
SM-JL,DVG,2023,6,10006719,3.0,148.5,334839.4709,CTRD-SD
SM-JL,DVG,2023,6,10006719,3.0,148.5,334839.4709,CTRD-SD
SM-JL,DVG,2023,6,10006719,1.0,48.0,334839.4709,CTRD-SD
SM-JL,DVG,2023,6,10006719,12.0,436.56,334839.4709,CTRD-SD
SM-JL,TEA,2023,6,10006719,6.0,198.9,49211.125,CTRD-SD
SM-JL,CHOCP,2023,6,10006719,10.0,560.0,334839.4709,CTRD-SD
SM-JW,FG,2023,6,10006718,130.0,1610.7,375000.0,CTRD-KA
SM-JW,FG,2023,6,10006718,100.0,1150.0,375000.0,CTRD-KA
SM-JW,FG,2023,6,10006718,1008.0,49946.4,375000.0,CTRD-KA
SM-JW,FG,2023,6,10006718,600.0,27600.0,375000.0,CTRD-KA
SM-JW,FG,2023,6,10006718,25.0,1475.0,375000.0,CTRD-KA
SM-JW,FG,2023,6,10006718,25.0,1225.0,375000.0,CTRD-KA
SM-BC,DVG,2023,6,80000164,6.0,291.0,22812.68,CTRD-HRC
SM-BC,ACC,2023,6,80000164,6.0,264.0,22812.68,CTRD-HRC
SM-BC,DVG,2023,6,80000165,1.0,67.0,22812.68,CTRD-HRC
SM-CH,ACC,2023,6,80000166,3.0,132.0,13709.47273,CTRD-HRC
SM-SH,FG,2023,6,10006720,24.0,960.0,71500.0,CTRD-HRC
SM-JW,CM,2023,6,10006721,1.0,24150.0,439733.3333,CTRD-KA
SM-JW,CM,2023,6,10006721,1.0,10807.93,439733.3333,CTRD-KA
SM-JW,CM,2023,6,10006721,1.0,11525.85,439733.3333,CTRD-KA
SM-JW,CM,2023,6,10006722,1.0,26468.4,439733.3333,CTRD-KA
SM-JW,CM,2023,6,10006722,1.0,12260.61,439733.3333,CTRD-KA
SM-JW,CM,2023,6,10006723,1.0,24150.0,439733.3333,CTRD-KA
SM-JW,CM,2023,6,10006723,1.0,12664.28,439733.3333,CTRD-KA
SM-JW,CM,2023,6,10006723,1.0,11272.99,439733.3333,CTRD-KA
SM-JW,SERV,2023,6,10006724,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006724,1.0,43.4,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006725,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006725,1.0,17.5,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006726,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006726,1.0,0.7,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006727,1.0,296.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006727,1.0,0.7,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006728,1.0,296.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006729,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006729,1.0,14.7,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006730,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006730,1.0,13.3,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006731,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006731,1.0,9.1,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006732,1.0,84.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006732,1.0,13.3,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006733,1.0,84.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006733,1.0,14.0,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006735,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006735,1.0,123.2,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006736,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006737,1.0,296.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006737,1.0,7.7,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006738,1.0,63.42,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006738,1.0,181.22,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006738,1.0,275.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006738,1.0,21.0,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006739,1.0,530.0,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006739,2.0,270.48,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006739,1.0,142.5,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006739,1.0,142.16,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006739,1.0,143.84,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006739,1.0,136.95,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006739,2.0,243.82,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006739,2.0,295.5,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006739,1.0,97.97,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006739,1.0,275.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006739,1.0,261.98,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006740,1.0,212.0,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006740,1.0,391.54,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006741,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006741,1.0,194.37,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006742,1.0,296.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006744,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006745,1.0,296.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006747,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006748,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006753,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006754,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006754,1.0,255.19,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006756,1.0,140.05,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006756,1.0,62.37,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006756,1.0,424.0,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006756,1.0,256.89,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006758,1.0,296.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006760,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006760,1.0,2.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006762,1.0,169.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006762,1.0,260.09,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006763,1.0,289.52,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006763,1.0,135.89,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006763,1.0,593.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006763,1.0,277.9,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006764,1.0,424.0,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006764,1.0,88.2,387911.0545,CTRD-KA
SM-JW,CM,2023,6,10006734,1.0,34500.0,439733.3333,CTRD-KA
SM-JW,CM,2023,6,10006734,1.0,12628.63,439733.3333,CTRD-KA
SM-JW,CM,2023,6,10006734,1.0,12440.62,439733.3333,CTRD-KA
SM-SC,FG,2023,6,10006743,24.0,660.0,139750.0,CTRD-KA
SM-SC,TEA,2023,6,10006743,1.0,169.0,33564.625,CTRD-KA
SM-SC,FG,2023,6,10006746,24.0,360.0,139750.0,CTRD-HRC
SM-SC,FG,2023,6,10006746,24.0,360.0,139750.0,CTRD-HRC
SM-SC,DVG,2023,6,10006746,1.0,57.0,276849.2018,CTRD-HRC
SM-SC,DVG,2023,6,10006746,1.0,30.6,276849.2018,CTRD-HRC
SM-SC,DVG,2023,6,10006746,1.0,63.0,276849.2018,CTRD-HRC
SM-SC,TEA,2023,6,10006746,1.0,179.0,33564.625,CTRD-HRC
SM-SC,TEA,2023,6,10006746,1.0,36.0,33564.625,CTRD-HRC
SM-SC,FG,2023,6,10006749,10.0,650.0,139750.0,CTRD-KA
SM-SC,DVG,2023,6,10006749,1.0,40.5,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006749,1.0,40.5,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006749,1.0,66.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006749,2.0,81.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006749,1.0,63.0,276849.2018,CTRD-KA
SM-SC,TEA,2023,6,10006749,2.0,72.0,33564.625,CTRD-KA
SM-SC,TEA,2023,6,10006749,1.0,36.0,33564.625,CTRD-KA
ECOM-GCR,DVG,2023,6,10006750,2.0,85.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,6,10006750,2.0,85.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,6,10006750,1.0,61.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,6,10006750,1.0,69.0,6315.718182,CTRD-ECOM
SM-SH,DVG,2023,6,10006751,2.0,132.0,277336.6064,CTRD-HRC
SM-SH,DVG,2023,6,10006751,2.0,134.0,277336.6064,CTRD-HRC
SM-SC,FG,2023,6,10006752,72.0,3420.0,139750.0,CTRD-KA
SM-SC,DVG,2023,6,10006752,12.0,540.0,276849.2018,CTRD-KA
SM-SH,DVG,2023,6,10006755,5.0,202.5,277336.6064,CTRD-HRC
SM-SH,DVG,2023,6,10006757,4.0,162.0,277336.6064,CTRD-HRC
SM-SH,DVG,2023,6,10006757,4.0,162.0,277336.6064,CTRD-HRC
SM-SH,DVG,2023,6,10006757,7.0,539.0,277336.6064,CTRD-HRC
SM-SH,DVG,2023,6,10006759,5.0,202.5,277336.6064,CTRD-HRC
SM-BC,FG,2023,6,10006761,24.0,1560.0,12250.0,CTRD-HRC
SM-BC,FG,2023,6,10006761,12.0,444.75,12250.0,CTRD-HRC
SM-BC,DVG,2023,6,10006761,1.0,40.5,22812.68,CTRD-HRC
SM-BC,DVG,2023,6,10006761,1.0,40.5,22812.68,CTRD-HRC
SM-BC,DVG,2023,6,10006761,1.0,66.0,22812.68,CTRD-HRC
SM-BC,DVG,2023,6,10006761,1.0,67.0,22812.68,CTRD-HRC
SM-BC,DVG,2023,6,10006761,10.0,485.0,22812.68,CTRD-HRC
SM-BC,FG,2023,6,10006765,40.0,1680.0,12250.0,CTRD-HRC
SM-BC,DVG,2023,6,10006765,5.0,202.5,22812.68,CTRD-HRC
SM-BC,DVG,2023,6,10006765,3.0,121.5,22812.68,CTRD-HRC
SM-BC,DVG,2023,6,10006765,2.0,81.0,22812.68,CTRD-HRC
SM-BC,TEA,2023,6,10006765,1.0,36.0,7019.0,CTRD-HRC
SM-BC,TEA,2023,6,10006765,1.0,39.0,7019.0,CTRD-HRC
SM-BC,TEA,2023,6,10006765,1.0,50.0,7019.0,CTRD-HRC
SM-BC,TEA,2023,6,10006765,1.0,39.0,7019.0,CTRD-HRC
SM-BC,TEA,2023,6,10006765,2.0,104.0,7019.0,CTRD-HRC
SM-BC,TEA,2023,6,10006765,2.0,78.0,7019.0,CTRD-HRC
SM-SC,FG,2023,6,10006767,24.0,780.0,139750.0,CTRD-KA
SM-SC,TEA,2023,6,10006767,1.0,179.0,33564.625,CTRD-KA
SM-SC,TEA,2023,6,10006767,1.0,179.0,33564.625,CTRD-KA
SM-SC,TEA,2023,6,10006767,1.0,36.0,33564.625,CTRD-KA
SM-SC,TEA,2023,6,10006767,2.0,72.0,33564.625,CTRD-KA
SM-SC,TEA,2023,6,10006767,2.0,72.0,33564.625,CTRD-KA
SM-SC,DVG,2023,6,10006769,2.0,66.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006769,2.0,66.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006769,2.0,66.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006769,3.0,99.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006769,1.0,33.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006769,1.0,33.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006769,3.0,99.0,276849.2018,CTRD-KA
SM-SC,TEA,2023,6,10006769,1.0,95.0,33564.625,CTRD-KA
SM-SC,TEA,2023,6,10006769,1.0,95.0,33564.625,CTRD-KA
SM-SC,DVG,2023,6,10006769,1.0,44.2,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006771,2.0,104.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006771,2.0,96.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006771,2.0,114.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006775,2.0,116.0,276849.2018,CTRD-HRC
SM-SC,DVG,2023,6,10006775,2.0,132.0,276849.2018,CTRD-HRC
SM-SC,DVG,2023,6,10006775,1.0,67.0,276849.2018,CTRD-HRC
SM-SC,DVG,2023,6,10006775,2.0,128.0,276849.2018,CTRD-HRC
SM-SC,DVG,2023,6,10006775,4.0,62.0,276849.2018,CTRD-HRC
SM-SC,FG,2023,6,10006778,24.0,660.0,139750.0,CTRD-KA
SM-SC,TEA,2023,6,10006778,1.0,169.0,33564.625,CTRD-KA
SM-SC,DVG,2023,6,10006781,6.0,246.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006781,12.0,384.0,276849.2018,CTRD-KA
SM-SH,FG,2023,6,10006783,10.0,400.0,71500.0,CTRD-HRC
SM-SH,DVG,2023,6,10006783,1.0,52.0,277336.6064,CTRD-HRC
SM-SH,DVG,2023,6,10006783,1.0,52.0,277336.6064,CTRD-HRC
SM-SH,DVG,2023,6,10006783,1.0,35.0,277336.6064,CTRD-HRC
SM-SH,DVG,2023,6,10006783,1.0,35.0,277336.6064,CTRD-HRC
SM-SH,CHOCP,2023,6,10006783,2.0,70.0,277336.6064,CTRD-HRC
SM-SC,DVG,2023,6,10006784,30.0,1350.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006784,40.0,2080.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006785,1.0,40.0,276849.2018,CTRD-KA
SM-BC,FG,2023,6,10006786,12.0,480.0,12250.0,CTRD-HRC
SM-BC,ACC,2023,6,10006786,1.0,72.0,22812.68,CTRD-HRC
SM-JL,MILK,2023,6,10006787,48.0,252.0,334839.4709,CTRD-HRC
SM-SC,DVG,2023,6,10006789,6.0,246.0,276849.2018,CTRD-KA
SM-SH,ACC,2023,6,10006790,2.0,72.0,277336.6064,CTRD-HRC
SM-JW,SERV,2023,6,10006766,1.0,222.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006766,1.0,66.5,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006768,1.0,84.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006768,1.0,9.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006770,1.0,148.4,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006770,1.0,20.3,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006772,1.0,148.4,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006773,1.0,148.4,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006773,1.0,7.0,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006774,1.0,84.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006774,1.0,32.2,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006776,1.0,127.2,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006776,1.0,14.0,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006777,1.0,127.2,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006779,1.0,222.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006780,1.0,84.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006782,1.0,148.4,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006788,1.0,148.4,387911.0545,CTRD-KA
SM-SH,FG,2023,6,10006791,150.0,6000.0,71500.0,CTRD-HRC
SM-SH,DVG,2023,6,10006791,6.0,278.4,277336.6064,CTRD-HRC
SM-SH,DVG,2023,6,10006791,6.0,194.4,277336.6064,CTRD-HRC
SM-JW,ACC,2023,6,10006808,6.0,240.0,387911.0545,CTRD-HRC
SM-JW,ACC,2023,6,10006808,1.0,72.0,387911.0545,CTRD-HRC
SM-JW,DVG,2023,6,10006809,228.0,5472.0,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006809,144.0,3369.6,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006809,72.0,1684.8,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006809,36.0,842.4,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006809,24.0,561.6,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006809,120.0,5100.0,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006809,24.0,924.0,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006810,25.0,975.0,387911.0545,CTRD-KA
SM-SH,DVG,2023,6,10006811,5.0,204.0,277336.6064,CTRD-HRC
SM-JW,DVG,2023,6,10006812,300.0,7200.0,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006812,264.0,6336.0,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006812,144.0,3456.0,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006812,72.0,2448.0,387911.0545,CTRD-KA
SM-JW,DVG,2023,6,10006812,6.0,292.5,387911.0545,CTRD-KA
SM-SC,DVG,2023,6,10006813,6.0,230.4,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006813,18.0,1044.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006813,12.0,384.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006813,12.0,492.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006813,12.0,492.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006813,12.0,384.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,6,10006813,6.0,273.6,276849.2018,CTRD-KA
SM-SC,TEA,2023,6,10006814,1.0,39.0,33564.625,CTRD-HRC
SM-SC,TEA,2023,6,10006814,2.0,78.0,33564.625,CTRD-HRC
SM-SC,TEA,2023,6,10006814,1.0,39.0,33564.625,CTRD-HRC
SM-SC,TEA,2023,6,10006814,1.0,39.0,33564.625,CTRD-HRC
SM-JW,SERV,2023,6,10006792,1.0,84.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006792,1.0,9.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006793,1.0,222.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006793,1.0,0.7,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006794,1.0,148.4,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006794,1.0,0.7,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006795,1.0,84.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006796,1.0,116.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006797,1.0,84.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006797,1.0,2.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006798,1.0,180.2,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006799,1.0,84.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006800,1.0,84.8,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006801,1.0,148.4,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006802,1.0,127.2,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006803,1.0,127.2,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006803,1.0,1.4,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006804,1.0,174.9,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006804,1.0,1.4,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006805,1.0,174.9,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006806,1.0,222.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006806,1.0,10.5,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006807,1.0,530.0,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006807,2.0,250.27,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006807,1.0,142.56,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006807,1.0,119.28,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006807,1.0,150.18,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006807,1.0,130.72,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006807,2.0,446.32,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006807,2.0,562.83,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006807,1.0,339.2,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006807,1.0,257.08,387911.0545,CTRD-KA
SM-BC,FG,2023,6,10006815,2.0,180.0,12250.0,CTRD-HRC
SM-BC,FG,2023,6,10006815,2.0,180.0,12250.0,CTRD-HRC
SM-BC,FG,2023,6,10006815,1.0,55.0,12250.0,CTRD-HRC
HQ,SP,2023,6,10006816,3.0,135.0,1505.281818,CTRD-HRC
HQ,SP,2023,6,10006816,3.0,195.0,1505.281818,CTRD-HRC
HQ,SERV,2023,6,10006816,1.0,527.3,1505.281818,CTRD-HRC
HQ,SERV,2023,6,10006816,1.0,250.0,1505.281818,CTRD-HRC
SM-JW,ACC,2023,6,10006817,4.0,402.8,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006817,1.0,38.0,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006817,1.0,25.0,387911.0545,CTRD-KA
SM-JW,ACC,2023,6,10006818,1.0,540.6,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006818,1.0,25.0,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006819,1.0,148.4,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006819,1.0,22.4,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006820,1.0,116.6,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006821,1.0,181.22,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006821,1.0,129.76,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006821,1.0,63.42,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006821,1.0,318.0,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006821,1.0,14.0,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006822,1.0,181.22,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006822,1.0,129.76,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006822,1.0,63.42,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006822,2.0,110.96,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006822,1.0,141.58,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006822,1.0,318.0,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006822,1.0,30.1,387911.0545,CTRD-KA
SM-JW,SP,2023,6,10006823,1.0,56.94,387911.0545,CTRD-KA
SM-JW,SERV,2023,6,10006823,1.0,84.8,387911.0545,CTRD-KA
