Salesperson,ProductClass,Year,Month,Invoice,QtyInvoiced,NetSalesValue,TargetSales,CustomerClass
SM-CH,DVG,2023,5,10004717,2.0,102.0,13709.47273,CTRD-HRC
SM-CH,DVG,2023,5,10004717,2.0,104.0,13709.47273,CTRD-HRC
SM-CH,DVG,2023,5,10004717,6.0,288.0,13709.47273,CTRD-HRC
SM-CH,TEA,2023,5,10004717,2.0,358.0,15167.0,CTRD-HRC
SM-JW,DVG,2023,5,10004718,6.0,240.0,387911.0545,CTRD-HRC
SM-JW,DVG,2023,5,10004718,3.0,120.0,387911.0545,CTRD-HRC
SM-JW,DVG,2023,5,10004718,4.0,160.0,387911.0545,CTRD-HRC
SM-JW,TEA,2023,5,10004718,1.0,52.0,3391.675,CTRD-HRC
SM-JW,TEA,2023,5,10004718,1.0,57.0,3391.675,CTRD-HRC
SM-JW,TEA,2023,5,10004718,1.0,52.0,3391.675,CTRD-HRC
SM-JW,DVG,2023,5,10004718,6.0,288.0,387911.0545,CTRD-HRC
SM-SH,ACC,2023,5,10004719,1.0,46.0,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004719,3.0,158.4,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004719,3.0,97.2,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004719,3.0,139.2,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004719,2.0,64.8,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004719,2.0,64.8,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004719,3.0,124.8,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004719,3.0,97.2,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004719,3.0,115.2,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004719,4.0,163.2,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004719,2.0,123.2,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004719,4.0,163.2,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004719,3.0,97.2,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004719,3.0,124.8,277336.6064,CTRD-HRC
SM-SH,TEA,2023,5,10004719,1.0,48.0,6134.5,CTRD-HRC
SM-SH,TEA,2023,5,10004719,1.0,48.0,6134.5,CTRD-HRC
SM-SH,TEA,2023,5,10004719,1.0,48.0,6134.5,CTRD-HRC
SM-SC,DVG,2023,5,10004720,17.0,632.4,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004720,60.0,1944.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004720,36.0,1332.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004721,10.0,360.0,276849.2018,CTRD-KA
SM-CH,TEA,2023,5,10004722,1.0,179.0,15167.0,CTRD-HRC
SM-CH,TEA,2023,5,10004722,1.0,179.0,15167.0,CTRD-HRC
SM-CH,TEA,2023,5,10004722,1.0,179.0,15167.0,CTRD-HRC
SM-SC,DVG,2023,5,10004723,1.0,33.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004723,1.0,33.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004723,2.0,66.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004723,1.0,33.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004723,1.0,33.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004723,1.0,33.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004723,4.0,132.0,276849.2018,CTRD-KA
ECOM-GCR,DVG,2023,5,10004724,1.0,42.5,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004724,2.0,85.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004724,3.0,174.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004724,2.0,85.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004724,2.0,85.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004724,3.0,127.5,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004724,3.0,127.5,6315.718182,CTRD-ECOM
SM-CH,FG,2023,5,10004725,16.0,456.0,13709.47273,CTRD-HRC
SM-SC,DVG,2023,5,10004726,400.0,13200.0,276849.2018,CTRD-KA
SM-KH,DVG,2023,5,10004708,1.0,40.5,61681.82273,CTRD-HRC
SM-KH,CM,2023,5,10004708,1.0,398.0,16475.0,CTRD-HRC
ECOM-GCR,FG,2023,5,10004727,1.0,47.5,6315.718182,CTRD-ECOM
ECOM-GCR,FG,2023,5,10004727,1.0,22.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004728,1.0,51.0,6315.718182,CTRD-ECOM
ECOM-GCR,FG,2023,5,10004729,1.0,55.0,6315.718182,CTRD-ECOM
SM-BC,DVG,2023,5,10004730,1.0,40.5,22812.68,CTRD-HRC
SM-BC,DVG,2023,5,10004730,2.0,116.0,22812.68,CTRD-HRC
SM-BC,DVG,2023,5,10004730,5.0,242.5,22812.68,CTRD-HRC
SM-BC,DVG,2023,5,10004730,1.0,77.0,22812.68,CTRD-HRC
SM-BC,FG,2023,5,10004731,6.0,225.0,12250.0,CTRD-HRC
SM-BC,MILK,2023,5,10004731,12.0,88.8,22812.68,CTRD-HRC
ECOM-GCR,FG,2023,5,10004732,2.0,110.0,6315.718182,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004733,1.0,12.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004733,2.0,85.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004733,1.0,42.5,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004734,1.0,53.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004734,1.0,54.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004734,1.0,69.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004735,1.0,81.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004735,1.0,55.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004736,1.0,17.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004736,1.0,69.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004737,1.0,69.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004737,1.0,61.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004738,2.0,34.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004739,3.0,165.0,17933.31636,CTRD-ECOM
SM-BC,DVG,2023,5,10004740,1.0,40.5,22812.68,CTRD-HRC
SM-BC,DVG,2023,5,10004740,3.0,121.5,22812.68,CTRD-HRC
SM-BC,DVG,2023,5,10004740,1.0,67.0,22812.68,CTRD-HRC
SM-JL,FG,2023,5,10004741,12.0,900.0,151250.0,CTRD-HRC
SM-JL,FG,2023,5,10004742,48.0,1920.0,151250.0,CTRD-HRC
SM-JL,FG,2023,5,10004743,16.0,416.0,151250.0,CTRD-HRC
SM-JL,FG,2023,5,10004744,24.0,1392.0,151250.0,CTRD-OS
SM-JL,DVG,2023,5,10004745,12.0,364.56,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004745,12.0,364.56,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004745,12.0,364.56,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004745,12.0,364.56,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004745,12.0,364.56,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004745,6.0,182.28,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004745,6.0,182.28,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004745,60.0,1822.8,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004745,60.0,1822.8,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004745,15.0,720.0,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004745,30.0,1507.5,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004745,6.0,247.5,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004745,20.0,232.0,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004746,9.0,522.0,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004747,12.0,364.56,334839.4709,CTRD-SD
SM-BC,DVG,2023,5,10004748,1.0,48.5,22812.68,CTRD-HRC
SM-BC,TEA,2023,5,10004748,1.0,179.0,7019.0,CTRD-HRC
SM-JL,FG,2023,5,10004749,48.0,1824.0,151250.0,CTRD-HRC
SM-JL,DVG,2023,5,10004749,12.0,561.6,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004750,12.0,364.56,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004750,12.0,364.56,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004750,6.0,192.0,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004750,2.0,68.85,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004750,2.0,119.0,334839.4709,CTRD-HRC
SM-CH,TEA,2023,5,10004751,3.0,537.0,15167.0,CTRD-HRC
SM-CH,TEA,2023,5,10004751,1.0,179.0,15167.0,CTRD-HRC
SM-CH,TEA,2023,5,10004751,1.0,179.0,15167.0,CTRD-HRC
ECOM-GCR,DVG,2023,5,10004752,2.0,85.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004752,2.0,85.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004752,1.0,61.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004752,1.0,69.0,6315.718182,CTRD-ECOM
SM-SH,FG,2023,5,10004753,24.0,960.0,71500.0,CTRD-HRC
SM-SH,TEA,2023,5,10004753,1.0,115.0,6134.5,CTRD-HRC
SM-SH,ACC,2023,5,10004753,1.0,49.0,277336.6064,CTRD-HRC
SM-SH,FG,2023,5,10004753,1.0,20.0,71500.0,CTRD-HRC
SM-SC,DVG,2023,5,10004754,1.0,61.6,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004754,2.0,91.2,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004754,2.0,64.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004754,1.0,32.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004754,2.0,76.8,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004754,1.0,32.0,276849.2018,CTRD-KA
SM-SH,FG,2023,5,10004755,24.0,960.0,71500.0,CTRD-HRC
SM-SH,DVG,2023,5,10004755,1.0,52.0,277336.6064,CTRD-HRC
SM-SH,CHOCP,2023,5,10004755,2.0,70.0,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004755,1.0,42.0,277336.6064,CTRD-HRC
SM-SH,DVG,2023,5,10004755,1.0,52.0,277336.6064,CTRD-HRC
SM-CH,FG,2023,5,10004756,48.0,2160.0,13709.47273,CTRD-HRC
SM-CH,ACC,2023,5,10004756,1.0,50.0,13709.47273,CTRD-HRC
SM-CH,DVG,2023,5,10004756,6.0,291.0,13709.47273,CTRD-HRC
SM-CH,TEA,2023,5,10004756,2.0,78.0,15167.0,CTRD-HRC
SM-CH,TEA,2023,5,10004756,2.0,78.0,15167.0,CTRD-HRC
SM-CH,TEA,2023,5,10004756,2.0,78.0,15167.0,CTRD-HRC
SM-CH,TEA,2023,5,10004756,2.0,72.0,15167.0,CTRD-HRC
SM-JL,DVG,2023,5,10004759,17.0,516.46,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004759,19.0,577.22,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004759,12.0,364.56,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004759,2.0,60.76,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004759,17.0,516.46,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004759,3.0,122.4,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004759,12.0,436.56,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004759,10.0,390.0,334839.4709,CTRD-SD
SM-JL,TEA,2023,5,10004759,11.0,1673.65,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004759,2.0,304.3,49211.125,CTRD-SD
SM-JL,DVG,2023,5,10004759,2.0,75.0,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004759,9.0,445.5,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004759,9.0,445.5,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004759,9.0,391.5,334839.4709,CTRD-SD
SM-JL,TEA,2023,5,10004759,4.0,190.4,49211.125,CTRD-SD
SM-JL,DVG,2023,5,10004759,14.0,162.4,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004759,18.0,145.8,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004759,10.0,81.0,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004760,1.0,34.5,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004760,6.0,326.28,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004760,12.0,436.56,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004760,3.0,123.75,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004760,2.0,60.76,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004761,30.0,1663.2,334839.4709,CTRD-SD
SM-SC,DVG,2023,5,10004762,3.0,96.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004762,4.0,153.6,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004762,3.0,96.0,276849.2018,CTRD-KA
SM-KH,FG,2023,5,10004757,1.0,22.0,32500.0,CTRD-HRC
SM-KH,FG,2023,5,10004757,1.0,24.9,32500.0,CTRD-HRC
SM-JL,CM,2023,5,10004758,1.0,5400.0,30801.66667,CTRD-SD
SM-JL,DVG,2023,5,10004763,6.0,261.0,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004763,3.0,148.5,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004763,6.0,297.0,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004763,3.0,148.5,334839.4709,CTRD-SD
SM-JL,CHOCP,2023,5,10004763,10.0,552.5,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004763,1.0,30.38,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004763,1.0,30.38,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004763,12.0,364.56,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004763,1.0,30.38,334839.4709,CTRD-SD
SM-JL,TEA,2023,5,10004763,1.0,143.2,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004763,3.0,122.4,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004763,1.0,40.8,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004763,2.0,81.6,49211.125,CTRD-SD
SM-JL,DVG,2023,5,10004763,10.0,81.0,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004763,10.0,116.0,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004763,2.0,60.76,334839.4709,CTRD-SD
SM-SC,FG,2023,5,10004764,72.0,1980.0,139750.0,CTRD-KA
SM-CH,FG,2023,5,10004766,8.0,328.0,13709.47273,CTRD-HRC
SM-CH,FG,2023,5,10004766,8.0,328.0,13709.47273,CTRD-HRC
SM-JW,CM,2023,5,10004765,1.0,16125.0,439733.3333,CTRD-KA
SM-JW,CM,2023,5,10004765,1.0,2800.0,439733.3333,CTRD-KA
SM-JW,CM,2023,5,10004765,2.0,11260.0,439733.3333,CTRD-KA
SM-JW,ACC,2023,5,10004767,6.0,240.0,387911.0545,CTRD-HRC
ECOM-GCR,DVG,2023,5,10004768,1.0,81.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,3.0,165.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,5.0,255.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,4.0,170.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,3.0,162.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,2.0,138.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,2.0,122.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,2.0,85.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,2.0,85.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,1.0,48.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,4.0,170.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,2.0,85.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,3.0,127.5,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,2.0,106.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,2.0,85.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004768,4.0,170.0,6315.718182,CTRD-ECOM
SM-SC,TEA,2023,5,10004769,24.0,864.0,33564.625,CTRD-KA
SM-SC,DVG,2023,5,10004769,12.0,366.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004769,12.0,360.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004769,30.0,1260.0,276849.2018,CTRD-KA
SM-SC,ACC,2023,5,10004770,2.0,80.0,276849.2018,CTRD-KA
SM-SC,ACC,2023,5,10004771,2.0,80.0,276849.2018,CTRD-HRC
SM-SC,DVG,2023,5,10004772,6.0,288.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004772,12.0,486.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004772,1.0,51.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004772,1.0,40.5,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004772,1.0,40.5,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004772,1.0,46.0,276849.2018,CTRD-KA
SM-SC,TEA,2023,5,10004773,2.0,78.0,33564.625,CTRD-HRC
SM-SC,TEA,2023,5,10004773,2.0,78.0,33564.625,CTRD-HRC
SM-SC,TEA,2023,5,10004773,1.0,39.0,33564.625,CTRD-HRC
SM-SC,DVG,2023,5,10004774,2.0,83.2,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004774,2.0,64.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004774,2.0,64.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004774,2.0,76.8,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004774,2.0,64.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004774,1.0,32.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004774,1.0,32.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004774,1.0,8.1,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004774,1.0,11.6,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004774,1.0,8.1,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004775,3.0,165.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004775,3.0,121.5,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004775,3.0,138.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004775,3.0,198.0,276849.2018,CTRD-KA
SM-SH,ACC,2023,5,10004776,1.0,200.0,277336.6064,CTRD-HRC
SM-SH,FG,2023,5,10004777,12.0,504.0,71500.0,CTRD-HRC
SM-SC,FG,2023,5,10004778,72.0,3420.0,139750.0,CTRD-HRC
SM-JW,FG,2023,5,10004779,72.0,2340.0,375000.0,CTRD-SD
SM-JW,FG,2023,5,10004779,6.0,289.13,375000.0,CTRD-SD
SM-JW,DVG,2023,5,10004779,3.0,130.5,387911.0545,CTRD-SD
SM-SC,FG,2023,5,10004780,20.0,1300.0,139750.0,CTRD-KA
SM-SC,DVG,2023,5,10004780,8.0,416.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004780,6.0,291.0,276849.2018,CTRD-KA
SM-SC,TEA,2023,5,10004780,6.0,216.0,33564.625,CTRD-KA
SM-SC,FG,2023,5,10004781,8.0,440.0,139750.0,CTRD-KA
SM-SC,DVG,2023,5,10004781,1.0,29.25,276849.2018,CTRD-KA
SM-SC,FG,2023,5,10004782,1.0,52.0,139750.0,CTRD-KA
SM-SC,MILK,2023,5,10004782,36.0,252.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004783,1.0,64.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004783,1.0,51.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004783,2.0,81.0,276849.2018,CTRD-KA
SM-SC,TEA,2023,5,10004783,1.0,36.0,33564.625,CTRD-KA
SM-SC,TEA,2023,5,10004783,1.0,42.0,33564.625,CTRD-KA
SM-SC,FG,2023,5,10004784,24.0,780.0,139750.0,CTRD-KA
SM-SC,TEA,2023,5,10004784,1.0,179.0,33564.625,CTRD-KA
SM-SC,TEA,2023,5,10004784,1.0,179.0,33564.625,CTRD-KA
SM-SC,DVG,2023,5,10004784,1.0,39.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004784,3.0,117.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004784,2.0,80.0,276849.2018,CTRD-KA
SM-JW,CM,2023,5,10004785,1.0,16125.0,439733.3333,CTRD-KA
SM-JW,CM,2023,5,10004785,1.0,2800.0,439733.3333,CTRD-KA
SM-JW,CM,2023,5,10004786,1.0,16125.0,439733.3333,CTRD-KA
SM-JW,CM,2023,5,10004786,1.0,2800.0,439733.3333,CTRD-KA
SM-JW,CM,2023,5,10004786,2.0,11260.0,439733.3333,CTRD-KA
SM-JL,FG,2023,5,10004787,40.0,1800.0,151250.0,CTRD-SD
SM-JL,FG,2023,5,10004787,10.0,470.0,151250.0,CTRD-SD
SM-JL,FG,2023,5,10004788,11.0,572.0,151250.0,CTRD-HRC
SM-SC,DVG,2023,5,10004789,20.0,220.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004789,5.0,75.0,276849.2018,CTRD-KA
SM-SC,DVG,2023,5,10004789,10.0,150.0,276849.2018,CTRD-KA
SM-JL,FG,2023,5,10004790,144.0,3960.0,151250.0,CTRD-SD
SM-JL,DVG,2023,5,10004790,12.0,364.56,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004790,12.0,364.56,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004790,12.0,364.56,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004790,12.0,495.0,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004790,15.0,742.5,334839.4709,CTRD-SD
SM-KH,FG,2023,5,10004791,24.0,1020.0,32500.0,CTRD-HRC
SM-JL,FG,2023,5,10004792,6.0,450.0,151250.0,CTRD-HRC
SM-JL,FG,2023,5,10004792,6.0,450.0,151250.0,CTRD-HRC
SM-JL,ACC,2023,5,10004792,1.0,72.0,334839.4709,CTRD-HRC
SM-CH,FG,2023,5,10004793,48.0,1488.0,13709.47273,CTRD-HRC
SM-CH,DVG,2023,5,10004793,3.0,121.5,13709.47273,CTRD-HRC
SM-CH,DVG,2023,5,10004793,1.0,40.5,13709.47273,CTRD-HRC
SM-CH,TEA,2023,5,10004793,1.0,179.0,15167.0,CTRD-HRC
SM-CH,ACC,2023,5,10004793,2.0,88.0,13709.47273,CTRD-HRC
SM-CH,DVG,2023,5,10004794,1.0,40.5,13709.47273,CTRD-HRC
SM-CH,TEA,2023,5,10004794,1.0,179.0,15167.0,CTRD-HRC
SM-JL,FG,2023,5,10004795,4.0,104.0,151250.0,CTRD-HRC
SM-JL,DVG,2023,5,10004795,1.0,40.6,334839.4709,CTRD-HRC
SM-JL,DVG,2023,5,10004795,1.0,52.0,334839.4709,CTRD-HRC
SM-JL,TEA,2023,5,10004796,1.0,33.15,49211.125,CTRD-HRC
SM-JL,TEA,2023,5,10004796,1.0,30.6,49211.125,CTRD-HRC
SM-JL,TEA,2023,5,10004796,1.0,33.15,49211.125,CTRD-HRC
SM-JL,TEA,2023,5,10004796,1.0,33.15,49211.125,CTRD-HRC
SM-JL,TEA,2023,5,10004796,1.0,33.15,49211.125,CTRD-HRC
HQ,FG,2023,5,10004797,10.0,300.0,3500.0,CTRD-HRC
SM-JL,DVG,2023,5,10004799,9.0,415.8,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004799,3.0,152.25,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004799,3.0,138.6,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004799,12.0,386.4,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004799,12.0,340.2,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004799,12.0,340.2,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004799,24.0,680.4,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004799,12.0,420.0,334839.4709,CTRD-SD
SM-JL,DVG,2023,5,10004799,30.0,348.0,334839.4709,CTRD-SD
SM-JL,TEA,2023,5,10004799,4.0,142.8,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004799,4.0,163.2,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004799,6.0,183.6,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004799,6.0,285.6,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004799,6.0,198.9,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004799,6.0,198.9,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004799,6.0,255.0,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004799,6.0,198.9,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004799,6.0,198.9,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004799,6.0,198.9,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004799,6.0,265.2,49211.125,CTRD-SD
SM-JL,TEA,2023,5,10004799,6.0,198.9,49211.125,CTRD-SD
ECOM-GCR,DVG,2023,5,10004798,1.0,42.5,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004798,2.0,122.0,6315.718182,CTRD-ECOM
ECOM-GCR,DVG,2023,5,10004798,1.0,70.0,6315.718182,CTRD-ECOM
ECOM-GCR,ACC,2023,5,10004800,3.0,57.0,6315.718182,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004801,1.0,17.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004801,1.0,61.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004802,1.0,17.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004803,1.0,42.5,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004803,1.0,42.5,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004804,2.0,110.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004805,2.0,138.0,17933.31636,CTRD-ECOM
SHOPEE-DVG,DVG,2023,5,10004805,2.0,134.0,17933.31636,CTRD-ECOM
